cohorte,tramo_plazo,edad,tasa_acum_pct
1996,04 > 20a,54,1.3327
1996,04 > 20a,57,1.5795
1996,04 > 20a,60,1.7522
1996,04 > 20a,63,1.8509
1996,04 > 20a,66,1.9743
1996,04 > 20a,69,2.1964
1996,04 > 20a,72,2.3198
1996,04 > 20a,75,2.4432
1996,04 > 20a,78,2.542
1996,04 > 20a,81,2.616
1996,04 > 20a,84,2.7147
1996,04 > 20a,87,2.7641
1996,04 > 20a,90,2.7887
1996,04 > 20a,93,2.8381
1996,04 > 20a,96,2.8628
1996,04 > 20a,99,2.8875
1996,04 > 20a,102,2.8875
1996,04 > 20a,105,2.9121
1996,04 > 20a,108,2.9368
1996,04 > 20a,111,2.9368
1996,04 > 20a,114,2.9368
1996,04 > 20a,117,2.9615
1996,04 > 20a,120,2.9615
1996,unknown,0,0.0
1996,unknown,3,0.0
1996,unknown,6,0.0
1996,unknown,9,0.0
1996,unknown,12,0.0
1996,unknown,15,2.381
1996,unknown,18,2.381
1996,unknown,21,4.7619
1996,unknown,24,7.1429
1996,unknown,27,9.5238
1996,unknown,30,9.5238
1996,unknown,33,9.5238
1996,unknown,36,11.9048
1996,unknown,39,11.9048
1996,unknown,42,11.9048
1996,unknown,45,11.9048
1996,unknown,48,11.9048
1996,unknown,51,16.6667
1996,unknown,54,16.6667
1996,unknown,57,16.6667
1996,unknown,60,21.4286
1996,unknown,63,33.3333
1996,unknown,66,42.8571
1996,unknown,69,45.2381
1996,unknown,72,47.619
1996,unknown,75,52.381
1996,unknown,78,54.7619
1996,unknown,81,54.7619
1996,unknown,84,54.7619
1996,unknown,87,59.5238
1996,unknown,90,61.9048
1996,unknown,93,61.9048
1996,unknown,96,61.9048
1996,unknown,99,61.9048
1996,unknown,102,64.2857
1996,unknown,105,64.2857
1996,unknown,108,64.2857
1996,unknown,111,64.2857
1996,unknown,114,64.2857
1996,unknown,117,66.6667
1996,unknown,120,66.6667
1997,01 <= 7a,0,0.0
1997,01 <= 7a,3,0.0
1997,01 <= 7a,6,0.0
1997,01 <= 7a,9,0.0097
1997,01 <= 7a,12,0.0725
1997,01 <= 7a,15,0.2369
1997,01 <= 7a,18,0.4641
1997,01 <= 7a,21,0.9283
1997,01 <= 7a,24,1.4649
1997,01 <= 7a,27,2.0837
1997,01 <= 7a,30,2.8428
1997,01 <= 7a,33,3.5293
1997,01 <= 7a,36,4.298
1997,01 <= 7a,39,5.057
1997,01 <= 7a,42,5.8161
1997,01 <= 7a,45,6.551
1997,01 <= 7a,48,7.2617
1997,01 <= 7a,51,8.1222
1997,01 <= 7a,54,8.9344
1997,01 <= 7a,57,9.6016
1997,01 <= 7a,60,10.4138
1997,01 <= 7a,63,11.0762
1997,01 <= 7a,66,11.7047
1997,01 <= 7a,69,12.1737
1997,01 <= 7a,72,12.6716
1997,01 <= 7a,75,13.1503
1997,01 <= 7a,78,13.5129
1997,01 <= 7a,81,13.7449
1997,01 <= 7a,84,13.9528
1997,01 <= 7a,87,14.064
1997,01 <= 7a,90,14.18
1997,01 <= 7a,93,14.2381
1997,01 <= 7a,96,14.2719
1997,01 <= 7a,99,14.3589
1997,01 <= 7a,102,14.4314
1997,01 <= 7a,105,14.7167
1997,01 <= 7a,108,15.0986
1997,01 <= 7a,111,15.5386
1997,01 <= 7a,114,15.8093
1997,01 <= 7a,117,15.993
1997,01 <= 7a,120,16.0752
1997,02 7-10a,0,0.0
1997,02 7-10a,3,0.0
1997,02 7-10a,6,0.0
1997,02 7-10a,9,0.0283
1997,02 7-10a,12,0.0707
1997,02 7-10a,15,0.1979
1997,02 7-10a,18,0.3817
1997,02 7-10a,21,0.6786
1997,02 7-10a,24,1.0745
1997,02 7-10a,27,1.6542
1997,02 7-10a,30,2.248
1997,02 7-10a,33,2.7428
1997,02 7-10a,36,3.4215
1997,02 7-10a,39,3.9304
1997,02 7-10a,42,4.397
1997,02 7-10a,45,4.807
1997,02 7-10a,48,5.1746
1997,02 7-10a,51,5.5281
1997,02 7-10a,54,5.7684
1997,02 7-10a,57,5.9946
1997,02 7-10a,60,6.0936
1997,02 7-10a,63,6.2633
1997,02 7-10a,66,6.4046
1997,02 7-10a,69,6.5884
1997,02 7-10a,72,6.7015
1997,02 7-10a,75,6.8146
1997,02 7-10a,78,6.9136
1997,02 7-10a,81,7.0267
1997,02 7-10a,84,7.0833
1997,02 7-10a,87,7.1681
1997,02 7-10a,90,7.2105
1997,02 7-10a,93,7.2388
1997,02 7-10a,96,7.2388
1997,02 7-10a,99,7.2529
1997,02 7-10a,102,7.2812
1997,02 7-10a,105,7.3943
1997,02 7-10a,108,7.564
1997,02 7-10a,111,7.7619
1997,02 7-10a,114,7.8892
1997,02 7-10a,117,7.9881
1997,02 7-10a,120,8.0305
1997,03 10-20a,0,0.0
1997,03 10-20a,3,0.0
1997,03 10-20a,6,0.0
1997,03 10-20a,9,0.0
1997,03 10-20a,12,0.0
1997,03 10-20a,15,0.0
1997,03 10-20a,18,0.017
1997,03 10-20a,21,0.0852
1997,03 10-20a,24,0.1874
1997,03 10-20a,27,0.2215
1997,03 10-20a,30,0.3237
1997,03 10-20a,33,0.5793
1997,03 10-20a,36,0.8349
1997,03 10-20a,39,1.0734
1997,03 10-20a,42,1.3631
1997,03 10-20a,45,1.7039
1997,03 10-20a,48,1.9594
1997,03 10-20a,51,2.1469
1997,03 10-20a,54,2.4195
1997,03 10-20a,57,2.6069
1997,03 10-20a,60,2.9988
1997,03 10-20a,63,3.4418
1997,03 10-20a,66,3.7655
1997,03 10-20a,69,4.0552
1997,03 10-20a,72,4.4301
1997,03 10-20a,75,4.5834
1997,03 10-20a,78,4.7879
1997,03 10-20a,81,4.9583
1997,03 10-20a,84,5.0264
1997,03 10-20a,87,5.0946
1997,03 10-20a,90,5.0946
1997,03 10-20a,93,5.1457
1997,03 10-20a,96,5.1798
1997,03 10-20a,99,5.2138
1997,03 10-20a,102,5.3501
1997,03 10-20a,105,5.4865
1997,03 10-20a,108,5.708
1997,03 10-20a,111,5.9465
1997,03 10-20a,114,6.1339
1997,03 10-20a,117,6.3213
1997,03 10-20a,120,6.3725
1997,04 > 20a,0,0.0
1997,04 > 20a,3,0.0
1997,04 > 20a,6,0.0
1997,04 > 20a,9,0.0
1997,04 > 20a,12,0.0
1997,04 > 20a,15,0.0194
1997,04 > 20a,18,0.0194
1997,04 > 20a,21,0.0581
1997,04 > 20a,24,0.0581
1997,04 > 20a,27,0.0968
1997,04 > 20a,30,0.1355
1997,04 > 20a,33,0.213
1997,04 > 20a,36,0.2904
1997,04 > 20a,39,0.4066
1997,04 > 20a,42,0.4647
1997,04 > 20a,45,0.5808
1997,04 > 20a,48,0.6583
1997,04 > 20a,51,0.7551
1997,04 > 20a,54,0.8519
1997,04 > 20a,57,0.9874
1997,04 > 20a,60,1.181
1997,04 > 20a,63,1.3553
1997,04 > 20a,66,1.5489
1997,04 > 20a,69,1.6263
1997,04 > 20a,72,1.8199
1997,04 > 20a,75,1.9361
1997,04 > 20a,78,2.0523
1997,04 > 20a,81,2.1104
1997,04 > 20a,84,2.1491
1997,04 > 20a,87,2.1491
1997,04 > 20a,90,2.1491
1997,04 > 20a,93,2.1491
1997,04 > 20a,96,2.1491
1997,04 > 20a,99,2.1491
1997,04 > 20a,102,2.1684
1997,04 > 20a,105,2.1684
1997,04 > 20a,108,2.2072
1997,04 > 20a,111,2.2652
1997,04 > 20a,114,2.3233
1997,04 > 20a,117,2.3427
1997,04 > 20a,120,2.3427
1997,unknown,0,0.0
1997,unknown,3,0.0
1997,unknown,6,0.0
1997,unknown,9,0.0
1997,unknown,12,0.0
1997,unknown,15,3.125
1997,unknown,18,3.125
1997,unknown,21,6.25
1997,unknown,24,6.25
1997,unknown,27,6.25
1997,unknown,30,6.25
1997,unknown,33,9.375
1997,unknown,36,9.375
1997,unknown,39,12.5
1997,unknown,42,12.5
1997,unknown,45,12.5
1997,unknown,48,12.5
1997,unknown,51,15.625
1997,unknown,54,15.625
1997,unknown,57,15.625
1997,unknown,60,18.75
1997,unknown,63,25.0
1997,unknown,66,34.375
1997,unknown,69,37.5
1997,unknown,72,43.75
1997,unknown,75,43.75
1997,unknown,78,43.75
1997,unknown,81,43.75
1997,unknown,84,46.875
1997,unknown,87,46.875
1997,unknown,90,46.875
1997,unknown,93,46.875
1997,unknown,96,46.875
1997,unknown,99,46.875
1997,unknown,102,46.875
1997,unknown,105,50.0
1997,unknown,108,53.125
1997,unknown,111,71.875
1997,unknown,114,75.0
1997,unknown,117,78.125
1997,unknown,120,81.25
1998,01 <= 7a,0,0.0
1998,01 <= 7a,3,0.0
1998,01 <= 7a,6,0.0052
1998,01 <= 7a,9,0.0313
1998,01 <= 7a,12,0.1306
1998,01 <= 7a,15,0.2612
1998,01 <= 7a,18,0.5432
1998,01 <= 7a,21,0.9768
1998,01 <= 7a,24,1.6192
1998,01 <= 7a,27,2.3662
1998,01 <= 7a,30,3.0556
1998,01 <= 7a,33,3.7869
1998,01 <= 7a,36,4.539
1998,01 <= 7a,39,5.2024
1998,01 <= 7a,42,5.9807
1998,01 <= 7a,45,6.8791
1998,01 <= 7a,48,7.7253
1998,01 <= 7a,51,8.6811
1998,01 <= 7a,54,9.5168
1998,01 <= 7a,57,10.2638
1998,01 <= 7a,60,11.0055
1998,01 <= 7a,63,11.6688
1998,01 <= 7a,66,12.1494
1998,01 <= 7a,69,12.5829
1998,01 <= 7a,72,12.8598
1998,01 <= 7a,75,13.0791
1998,01 <= 7a,78,13.2097
1998,01 <= 7a,81,13.2776
1998,01 <= 7a,84,13.3612
1998,01 <= 7a,87,13.45
1998,01 <= 7a,90,13.6171
1998,01 <= 7a,93,14.035
1998,01 <= 7a,96,14.667
1998,01 <= 7a,99,15.3095
1998,01 <= 7a,102,15.8684
1998,01 <= 7a,105,16.2131
1998,01 <= 7a,108,16.3646
1998,01 <= 7a,111,16.4377
1998,01 <= 7a,114,16.5578
1998,01 <= 7a,117,16.6362
1998,01 <= 7a,120,16.8295
1998,02 7-10a,0,0.0154
1998,02 7-10a,3,0.0154
1998,02 7-10a,6,0.0154
1998,02 7-10a,9,0.0308
1998,02 7-10a,12,0.0771
1998,02 7-10a,15,0.2312
1998,02 7-10a,18,0.3699
1998,02 7-10a,21,0.6318
1998,02 7-10a,24,0.9401
1998,02 7-10a,27,1.2637
1998,02 7-10a,30,1.8955
1998,02 7-10a,33,2.4965
1998,02 7-10a,36,3.2362
1998,02 7-10a,39,3.8219
1998,02 7-10a,42,4.3458
1998,02 7-10a,45,4.654
1998,02 7-10a,48,4.9622
1998,02 7-10a,51,5.178
1998,02 7-10a,54,5.4554
1998,02 7-10a,57,5.7174
1998,02 7-10a,60,6.0256
1998,02 7-10a,63,6.2567
1998,02 7-10a,66,6.4417
1998,02 7-10a,69,6.4571
1998,02 7-10a,72,6.5033
1998,02 7-10a,75,6.5495
1998,02 7-10a,78,6.565
1998,02 7-10a,81,6.5958
1998,02 7-10a,84,6.642
1998,02 7-10a,87,6.642
1998,02 7-10a,90,6.6574
1998,02 7-10a,93,6.7807
1998,02 7-10a,96,6.9348
1998,02 7-10a,99,7.1197
1998,02 7-10a,102,7.3817
1998,02 7-10a,105,7.505
1998,02 7-10a,108,7.5512
1998,02 7-10a,111,7.6129
1998,02 7-10a,114,7.6745
1998,02 7-10a,117,7.7362
1998,02 7-10a,120,7.8132
1998,03 10-20a,0,0.0
1998,03 10-20a,3,0.0
1998,03 10-20a,6,0.0
1998,03 10-20a,9,0.0
1998,03 10-20a,12,0.0
1998,03 10-20a,15,0.0182
1998,03 10-20a,18,0.0364
1998,03 10-20a,21,0.0911
1998,03 10-20a,24,0.1093
1998,03 10-20a,27,0.2733
1998,03 10-20a,30,0.419
1998,03 10-20a,33,0.6012
1998,03 10-20a,36,0.7652
1998,03 10-20a,39,0.8563
1998,03 10-20a,42,1.2388
1998,03 10-20a,45,1.5668
1998,03 10-20a,48,2.0222
1998,03 10-20a,51,2.5323
1998,03 10-20a,54,3.0607
1998,03 10-20a,57,3.4979
1998,03 10-20a,60,3.8987
1998,03 10-20a,63,4.427
1998,03 10-20a,66,4.8461
1998,03 10-20a,69,5.1011
1998,03 10-20a,72,5.2104
1998,03 10-20a,75,5.3015
1998,03 10-20a,78,5.3562
1998,03 10-20a,81,5.429
1998,03 10-20a,84,5.5383
1998,03 10-20a,87,5.6477
1998,03 10-20a,90,5.757
1998,03 10-20a,93,5.9756
1998,03 10-20a,96,6.3582
1998,03 10-20a,99,6.6679
1998,03 10-20a,102,7.0505
1998,03 10-20a,105,7.2326
1998,03 10-20a,108,7.433
1998,03 10-20a,111,7.5606
1998,03 10-20a,114,7.5788
1998,03 10-20a,117,7.7245
1998,03 10-20a,120,7.9614
1998,04 > 20a,0,0.0
1998,04 > 20a,3,0.0
1998,04 > 20a,6,0.0
1998,04 > 20a,9,0.0
1998,04 > 20a,12,0.0
1998,04 > 20a,15,0.0
1998,04 > 20a,18,0.0
1998,04 > 20a,21,0.0823
1998,04 > 20a,24,0.1234
1998,04 > 20a,27,0.1851
1998,04 > 20a,30,0.2468
1998,04 > 20a,33,0.2879
1998,04 > 20a,36,0.3702
1998,04 > 20a,39,0.4525
1998,04 > 20a,42,0.6787
1998,04 > 20a,45,0.8021
1998,04 > 20a,48,1.0284
1998,04 > 20a,51,1.2135
1998,04 > 20a,54,1.4192
1998,04 > 20a,57,1.5014
1998,04 > 20a,60,1.7688
1998,04 > 20a,63,1.9128
1998,04 > 20a,66,2.0568
1998,04 > 20a,69,2.1185
1998,04 > 20a,72,2.1802
1998,04 > 20a,75,2.2213
1998,04 > 20a,78,2.2624
1998,04 > 20a,81,2.283
1998,04 > 20a,84,2.3241
1998,04 > 20a,87,2.3241
1998,04 > 20a,90,2.3858
1998,04 > 20a,93,2.4476
1998,04 > 20a,96,2.5093
1998,04 > 20a,99,2.5915
1998,04 > 20a,102,2.6327
1998,04 > 20a,105,2.6738
1998,04 > 20a,108,2.7766
1998,04 > 20a,111,2.8383
1998,04 > 20a,114,2.8383
1998,04 > 20a,117,2.9
1998,04 > 20a,120,2.9412
1998,unknown,0,0.0
1998,unknown,3,0.0
1998,unknown,6,0.0
1998,unknown,9,0.0
1998,unknown,12,0.0
1998,unknown,15,3.0303
1998,unknown,18,3.0303
1998,unknown,21,6.0606
1998,unknown,24,6.0606
1998,unknown,27,6.0606
1998,unknown,30,6.0606
1998,unknown,33,6.0606
1998,unknown,36,6.0606
1998,unknown,39,6.0606
1998,unknown,42,6.0606
1998,unknown,45,6.0606
1998,unknown,48,12.1212
1998,unknown,51,15.1515
1998,unknown,54,18.1818
1998,unknown,57,18.1818
1998,unknown,60,18.1818
1998,unknown,63,27.2727
1998,unknown,66,33.3333
1998,unknown,69,33.3333
1998,unknown,72,36.3636
1998,unknown,75,36.3636
1998,unknown,78,39.3939
1998,unknown,81,39.3939
1998,unknown,84,39.3939
1998,unknown,87,39.3939
1998,unknown,90,39.3939
1998,unknown,93,39.3939
1998,unknown,96,42.4242
1998,unknown,99,54.5455
1998,unknown,102,57.5758
1998,unknown,105,63.6364
1998,unknown,108,69.697
1998,unknown,111,69.697
1998,unknown,114,69.697
1998,unknown,117,69.697
1998,unknown,120,69.697
1999,01 <= 7a,0,0.0
1999,01 <= 7a,3,0.0
1999,01 <= 7a,6,0.0
1999,01 <= 7a,9,0.0053
1999,01 <= 7a,12,0.0742
1999,01 <= 7a,15,0.2119
1999,01 <= 7a,18,0.5668
1999,01 <= 7a,21,0.9005
1999,01 <= 7a,24,1.4832
1999,01 <= 7a,27,2.0553
1999,01 <= 7a,30,2.7227
1999,01 <= 7a,33,3.4696
1999,01 <= 7a,36,4.3649
1999,01 <= 7a,39,5.3713
1999,01 <= 7a,42,6.3725
1999,01 <= 7a,45,7.3843
1999,01 <= 7a,48,8.3377
1999,01 <= 7a,51,9.18
1999,01 <= 7a,54,9.8792
1999,01 <= 7a,57,10.4407
1999,01 <= 7a,60,10.8115
1999,01 <= 7a,63,11.0287
1999,01 <= 7a,66,11.2247
1999,01 <= 7a,69,11.3783
1999,01 <= 7a,72,11.5108
1999,01 <= 7a,75,11.6485
1999,01 <= 7a,78,11.9769
1999,01 <= 7a,81,12.6338
1999,01 <= 7a,84,13.6031
1999,01 <= 7a,87,14.5407
1999,01 <= 7a,90,15.3247
1999,01 <= 7a,93,15.8703
1999,01 <= 7a,96,16.061
1999,01 <= 7a,99,16.2093
1999,01 <= 7a,102,16.3206
1999,01 <= 7a,105,16.5272
1999,01 <= 7a,108,16.7497
1999,01 <= 7a,111,17.041
1999,01 <= 7a,114,17.2688
1999,01 <= 7a,117,17.4277
1999,01 <= 7a,120,17.5442
1999,02 7-10a,0,0.0
1999,02 7-10a,3,0.0
1999,02 7-10a,6,0.0
1999,02 7-10a,9,0.0
1999,02 7-10a,12,0.0145
1999,02 7-10a,15,0.0727
1999,02 7-10a,18,0.2472
1999,02 7-10a,21,0.509
1999,02 7-10a,24,0.9744
1999,02 7-10a,27,1.4398
1999,02 7-10a,30,1.9197
1999,02 7-10a,33,2.516
1999,02 7-10a,36,3.4177
1999,02 7-10a,39,4.1158
1999,02 7-10a,42,4.8138
1999,02 7-10a,45,5.3956
1999,02 7-10a,48,5.8319
1999,02 7-10a,51,6.1518
1999,02 7-10a,54,6.3118
1999,02 7-10a,57,6.4427
1999,02 7-10a,60,6.6027
1999,02 7-10a,63,6.6754
1999,02 7-10a,66,6.719
1999,02 7-10a,69,6.7481
1999,02 7-10a,72,6.7772
1999,02 7-10a,75,6.7772
1999,02 7-10a,78,6.8063
1999,02 7-10a,81,6.9663
1999,02 7-10a,84,7.199
1999,02 7-10a,87,7.4026
1999,02 7-10a,90,7.6353
1999,02 7-10a,93,7.8534
1999,02 7-10a,96,7.9261
1999,02 7-10a,99,8.0425
1999,02 7-10a,102,8.1443
1999,02 7-10a,105,8.3042
1999,02 7-10a,108,8.3915
1999,02 7-10a,111,8.5515
1999,02 7-10a,114,8.7115
1999,02 7-10a,117,8.8278
1999,02 7-10a,120,8.8424
1999,03 10-20a,0,0.0
1999,03 10-20a,3,0.0
1999,03 10-20a,6,0.0
1999,03 10-20a,9,0.0
1999,03 10-20a,12,0.0171
1999,03 10-20a,15,0.0171
1999,03 10-20a,18,0.0513
1999,03 10-20a,21,0.0685
1999,03 10-20a,24,0.1027
1999,03 10-20a,27,0.154
1999,03 10-20a,30,0.3081
1999,03 10-20a,33,0.599
1999,03 10-20a,36,0.8728
1999,03 10-20a,39,1.2151
1999,03 10-20a,42,1.643
1999,03 10-20a,45,2.1907
1999,03 10-20a,48,2.687
1999,03 10-20a,51,3.286
1999,03 10-20a,54,3.885
1999,03 10-20a,57,4.1759
1999,03 10-20a,60,4.3471
1999,03 10-20a,63,4.4327
1999,03 10-20a,66,4.5525
1999,03 10-20a,69,4.6209
1999,03 10-20a,72,4.7578
1999,03 10-20a,75,4.8434
1999,03 10-20a,78,4.9974
1999,03 10-20a,81,5.3055
1999,03 10-20a,84,5.7676
1999,03 10-20a,87,6.3152
1999,03 10-20a,90,6.7945
1999,03 10-20a,93,7.2737
1999,03 10-20a,96,7.4106
1999,03 10-20a,99,7.4961
1999,03 10-20a,102,7.5988
1999,03 10-20a,105,7.77
1999,03 10-20a,108,7.9925
1999,03 10-20a,111,8.4888
1999,03 10-20a,114,8.7969
1999,03 10-20a,117,8.9851
1999,03 10-20a,120,9.1734
1999,04 > 20a,0,0.0
1999,04 > 20a,3,0.0
1999,04 > 20a,6,0.0
1999,04 > 20a,9,0.0
1999,04 > 20a,12,0.0
1999,04 > 20a,15,0.0183
1999,04 > 20a,18,0.0183
1999,04 > 20a,21,0.0733
1999,04 > 20a,24,0.1649
1999,04 > 20a,27,0.2015
1999,04 > 20a,30,0.2748
1999,04 > 20a,33,0.4213
1999,04 > 20a,36,0.5312
1999,04 > 20a,39,0.5862
1999,04 > 20a,42,0.8243
1999,04 > 20a,45,0.9526
1999,04 > 20a,48,1.209
1999,04 > 20a,51,1.4838
1999,04 > 20a,54,1.7036
1999,04 > 20a,57,1.7952
1999,04 > 20a,60,1.9234
1999,04 > 20a,63,1.9601
1999,04 > 20a,66,2.0333
1999,04 > 20a,69,2.0517
1999,04 > 20a,72,2.0517
1999,04 > 20a,75,2.0883
1999,04 > 20a,78,2.1249
1999,04 > 20a,81,2.1982
1999,04 > 20a,84,2.3081
1999,04 > 20a,87,2.473
1999,04 > 20a,90,2.6378
1999,04 > 20a,93,2.8027
1999,04 > 20a,96,2.876
1999,04 > 20a,99,2.8943
1999,04 > 20a,102,2.9676
1999,04 > 20a,105,3.0408
1999,04 > 20a,108,3.1508
1999,04 > 20a,111,3.2057
1999,04 > 20a,114,3.279
1999,04 > 20a,117,3.3706
1999,04 > 20a,120,3.4072
1999,unknown,0,0.0
1999,unknown,3,0.0
1999,unknown,6,0.0
1999,unknown,9,0.0
1999,unknown,12,0.0
1999,unknown,15,0.0
1999,unknown,18,0.0
1999,unknown,21,0.0
1999,unknown,24,0.0
1999,unknown,27,0.0
1999,unknown,30,2.5
1999,unknown,33,2.5
1999,unknown,36,2.5
1999,unknown,39,2.5
1999,unknown,42,2.5
1999,unknown,45,5.0
1999,unknown,48,5.0
1999,unknown,51,15.0
1999,unknown,54,15.0
1999,unknown,57,15.0
1999,unknown,60,15.0
1999,unknown,63,22.5
1999,unknown,66,22.5
1999,unknown,69,22.5
1999,unknown,72,22.5
1999,unknown,75,27.5
1999,unknown,78,27.5
1999,unknown,81,32.5
1999,unknown,84,35.0
1999,unknown,87,45.0
1999,unknown,90,50.0
1999,unknown,93,50.0
1999,unknown,96,55.0
1999,unknown,99,57.5
1999,unknown,102,57.5
1999,unknown,105,60.0
1999,unknown,108,60.0
1999,unknown,111,60.0
1999,unknown,114,62.5
1999,unknown,117,62.5
1999,unknown,120,62.5
2000,01 <= 7a,0,0.0
2000,01 <= 7a,3,0.0
2000,01 <= 7a,6,0.0
2000,01 <= 7a,9,0.005
2000,01 <= 7a,12,0.0403
2000,01 <= 7a,15,0.1966
2000,01 <= 7a,18,0.4738
2000,01 <= 7a,21,0.8721
2000,01 <= 7a,24,1.4467
2000,01 <= 7a,27,2.097
2000,01 <= 7a,30,2.8481
2000,01 <= 7a,33,3.5891
2000,01 <= 7a,36,4.4662
2000,01 <= 7a,39,5.3231
2000,01 <= 7a,42,6.0389
2000,01 <= 7a,45,6.6892
2000,01 <= 7a,48,7.3445
2000,01 <= 7a,51,7.7881
2000,01 <= 7a,54,8.0704
2000,01 <= 7a,57,8.3022
2000,01 <= 7a,60,8.5392
2000,01 <= 7a,63,8.7509
2000,01 <= 7a,66,9.1088
2000,01 <= 7a,69,9.8599
2000,01 <= 7a,72,11.231
2000,01 <= 7a,75,12.5819
2000,01 <= 7a,78,13.701
2000,01 <= 7a,81,14.442
2000,01 <= 7a,84,14.8402
2000,01 <= 7a,87,15.0822
2000,01 <= 7a,90,15.2888
2000,01 <= 7a,93,15.5006
2000,01 <= 7a,96,15.8685
2000,01 <= 7a,99,16.2466
2000,01 <= 7a,102,16.6751
2000,01 <= 7a,105,16.8969
2000,01 <= 7a,108,17.043
2000,01 <= 7a,111,17.1338
2000,01 <= 7a,114,17.2699
2000,01 <= 7a,117,17.4362
2000,01 <= 7a,120,17.5925
2000,02 7-10a,0,0.0
2000,02 7-10a,3,0.0
2000,02 7-10a,6,0.0
2000,02 7-10a,9,0.0
2000,02 7-10a,12,0.0143
2000,02 7-10a,15,0.1291
2000,02 7-10a,18,0.3156
2000,02 7-10a,21,0.5739
2000,02 7-10a,24,0.9182
2000,02 7-10a,27,1.5495
2000,02 7-10a,30,2.2956
2000,02 7-10a,33,3.056
2000,02 7-10a,36,3.7877
2000,02 7-10a,39,4.5768
2000,02 7-10a,42,5.1363
2000,02 7-10a,45,5.538
2000,02 7-10a,48,5.8393
2000,02 7-10a,51,5.8967
2000,02 7-10a,54,5.9541
2000,02 7-10a,57,6.0689
2000,02 7-10a,60,6.1263
2000,02 7-10a,63,6.2123
2000,02 7-10a,66,6.3845
2000,02 7-10a,69,6.5997
2000,02 7-10a,72,7.1593
2000,02 7-10a,75,7.5036
2000,02 7-10a,78,7.8766
2000,02 7-10a,81,8.2353
2000,02 7-10a,84,8.3214
2000,02 7-10a,87,8.4218
2000,02 7-10a,90,8.4648
2000,02 7-10a,93,8.6227
2000,02 7-10a,96,8.8666
2000,02 7-10a,99,9.1248
2000,02 7-10a,102,9.3544
2000,02 7-10a,105,9.4548
2000,02 7-10a,108,9.4835
2000,02 7-10a,111,9.5265
2000,02 7-10a,114,9.627
2000,02 7-10a,117,9.7561
2000,02 7-10a,120,9.7991
2000,03 10-20a,0,0.0
2000,03 10-20a,3,0.0
2000,03 10-20a,6,0.0
2000,03 10-20a,9,0.0
2000,03 10-20a,12,0.0
2000,03 10-20a,15,0.0
2000,03 10-20a,18,0.0185
2000,03 10-20a,21,0.0923
2000,03 10-20a,24,0.1661
2000,03 10-20a,27,0.3691
2000,03 10-20a,30,0.7012
2000,03 10-20a,33,0.9042
2000,03 10-20a,36,1.3656
2000,03 10-20a,39,1.8454
2000,03 10-20a,42,2.1775
2000,03 10-20a,45,2.5835
2000,03 10-20a,48,2.8049
2000,03 10-20a,51,2.9341
2000,03 10-20a,54,3.0264
2000,03 10-20a,57,3.0817
2000,03 10-20a,60,3.1556
2000,03 10-20a,63,3.2294
2000,03 10-20a,66,3.4139
2000,03 10-20a,69,3.8199
2000,03 10-20a,72,4.4289
2000,03 10-20a,75,5.0563
2000,03 10-20a,78,5.8867
2000,03 10-20a,81,6.4034
2000,03 10-20a,84,6.8094
2000,03 10-20a,87,6.957
2000,03 10-20a,90,7.0862
2000,03 10-20a,93,7.3261
2000,03 10-20a,96,7.6398
2000,03 10-20a,99,8.0458
2000,03 10-20a,102,8.5256
2000,03 10-20a,105,8.8024
2000,03 10-20a,108,9.0976
2000,03 10-20a,111,9.3006
2000,03 10-20a,114,9.4298
2000,03 10-20a,117,9.5774
2000,03 10-20a,120,9.7435
2000,04 > 20a,0,0.0
2000,04 > 20a,3,0.0
2000,04 > 20a,6,0.0
2000,04 > 20a,9,0.0
2000,04 > 20a,12,0.0
2000,04 > 20a,15,0.0
2000,04 > 20a,18,0.0
2000,04 > 20a,21,0.0375
2000,04 > 20a,24,0.0937
2000,04 > 20a,27,0.2437
2000,04 > 20a,30,0.3936
2000,04 > 20a,33,0.5248
2000,04 > 20a,36,0.6935
2000,04 > 20a,39,0.8622
2000,04 > 20a,42,1.0684
2000,04 > 20a,45,1.1996
2000,04 > 20a,48,1.2371
2000,04 > 20a,51,1.3308
2000,04 > 20a,54,1.3496
2000,04 > 20a,57,1.4058
2000,04 > 20a,60,1.4058
2000,04 > 20a,63,1.4808
2000,04 > 20a,66,1.5183
2000,04 > 20a,69,1.612
2000,04 > 20a,72,1.8557
2000,04 > 20a,75,2.0056
2000,04 > 20a,78,2.0993
2000,04 > 20a,81,2.1931
2000,04 > 20a,84,2.3618
2000,04 > 20a,87,2.4367
2000,04 > 20a,90,2.4742
2000,04 > 20a,93,2.5679
2000,04 > 20a,96,2.6804
2000,04 > 20a,99,2.7554
2000,04 > 20a,102,2.7741
2000,04 > 20a,105,2.9241
2000,04 > 20a,108,2.9428
2000,04 > 20a,111,2.9803
2000,04 > 20a,114,3.0178
2000,04 > 20a,117,3.0553
2000,04 > 20a,120,3.074
2000,unknown,0,0.0
2000,unknown,3,0.0
2000,unknown,6,0.0
2000,unknown,9,0.0
2000,unknown,12,0.0
2000,unknown,15,2.6316
2000,unknown,18,5.2632
2000,unknown,21,5.2632
2000,unknown,24,5.2632
2000,unknown,27,7.8947
2000,unknown,30,7.8947
2000,unknown,33,7.8947
2000,unknown,36,7.8947
2000,unknown,39,10.5263
