cohorte,sector,edad,en_riesgo,tasa_acum_pct
2017,54,36,5253,1.561
2017,54,60,5253,3.9977
2017,54,84,5253,5.9204
2017,55,36,62,0.0
2017,55,60,62,0.0
2017,55,84,62,1.6129
2017,56,36,2773,2.2719
2017,56,60,2773,5.0126
2017,56,84,2773,6.5633
2017,61,36,787,2.5413
2017,61,60,787,5.0826
2017,61,84,787,7.2427
2017,62,36,4917,0.9559
2017,62,60,4917,2.4202
2017,62,84,4917,3.9252
2017,71,36,1950,2.359
2017,71,60,1950,5.4872
2017,71,84,1950,8.3077
2017,72,36,7770,1.3642
2017,72,60,7770,4.0412
2017,72,84,7770,6.0618
2017,81,36,5209,2.3613
2017,81,60,5209,4.6842
2017,81,84,5209,6.5656
2017,92,36,10,0.0
2017,92,60,10,10.0
2017,92,84,10,10.0
2018,11,36,740,0.4054
2018,11,60,740,1.3514
2018,11,84,740,1.8919
2018,21,36,133,3.0075
2018,21,60,133,3.0075
2018,21,84,133,3.7594
2018,22,36,57,0.0
2018,22,60,57,1.7544
2018,22,84,57,1.7544
2018,23,36,6313,2.5186
2018,23,60,6313,5.6708
2018,23,84,6313,8.1419
2018,31-33,36,3708,1.2945
2018,31-33,60,3708,3.452
2018,31-33,84,3708,5.3398
2018,42,36,2519,1.9849
2018,42,60,2519,5.796
2018,42,84,2519,8.2572
2018,44-45,36,6699,1.7764
2018,44-45,60,6699,4.8216
2018,44-45,84,6699,7.1802
2018,48-49,36,3681,3.2328
2018,48-49,60,3681,7.0633
2018,48-49,84,3681,9.3181
2018,51,36,569,1.9332
2018,51,60,569,3.8664
2018,51,84,569,5.9754
2018,52,36,1063,1.223
2018,52,60,1063,3.0103
2018,52,84,1063,5.08
2018,53,36,1252,0.9585
2018,53,60,1252,3.4345
2018,53,84,1252,5.5911
2018,54,36,4878,1.6195
2018,54,60,4878,4.4485
2018,54,84,4878,6.3141
2018,55,36,51,1.9608
2018,55,60,51,1.9608
2018,55,84,51,1.9608
2018,56,36,2621,1.8314
2018,56,60,2621,5.7612
2018,56,84,2621,7.4781
2018,61,36,856,1.5187
2018,61,60,856,6.3084
2018,61,84,856,8.7617
2018,62,36,4467,0.8955
2018,62,60,4467,2.7759
2018,62,84,4467,3.94
2018,71,36,1883,1.6463
2018,71,60,1883,5.3638
2018,71,84,1883,8.3378
2018,72,36,7707,1.3235
2018,72,60,7707,4.3597
2018,72,84,7707,6.5265
2018,81,36,4987,1.6242
2018,81,60,4987,4.7524
2018,81,84,4987,7.0985
2018,92,36,11,9.0909
2018,92,60,11,9.0909
2018,92,84,11,9.0909
2019,11,36,470,0.0
2019,11,60,470,0.4255
2019,21,36,115,0.0
2019,21,60,115,0.8696
2019,22,36,34,0.0
2019,22,60,34,0.0
2019,23,36,5225,1.9904
2019,23,60,5225,4.8804
2019,31-33,36,3127,0.6716
2019,31-33,60,3127,2.5584
2019,42,36,2017,2.1319
2019,42,60,2017,5.1562
2019,44-45,36,5814,1.634
2019,44-45,60,5814,3.8184
2019,48-49,36,2932,2.4898
2019,48-49,60,2932,5.5593
2019,51,36,417,0.7194
2019,51,60,417,2.1583
2019,52,36,860,0.9302
2019,52,60,860,2.7907
2019,53,36,1003,1.1964
2019,53,60,1003,2.8913
2019,54,36,4041,1.757
2019,54,60,4041,4.2069
2019,55,36,27,0.0
2019,55,60,27,0.0
2019,56,36,2284,2.1016
2019,56,60,2284,4.8599
2019,61,36,797,2.6349
2019,61,60,797,5.2698
2019,62,36,3855,0.8042
2019,62,60,3855,2.4125
2019,71,36,1834,2.072
2019,71,60,1834,5.5071
2019,72,36,6485,1.2182
2019,72,60,6485,3.5929
2019,81,36,4331,1.7548
2019,81,60,4331,3.9021
2019,92,36,3,0.0
2019,92,60,3,0.0
2020,11,36,447,0.2237
2020,11,60,447,1.566
2020,21,36,69,0.0
2020,21,60,69,0.0
2020,22,36,58,1.7241
2020,22,60,58,1.7241
2020,23,36,4380,1.4612
2020,23,60,4380,3.653
2020,31-33,36,2585,0.4255
2020,31-33,60,2585,1.7021
2020,42,36,1590,1.0063
2020,42,60,1590,3.3962
2020,44-45,36,4758,0.7566
2020,44-45,60,4758,2.3539
2020,48-49,36,2465,1.3793
2020,48-49,60,2465,3.4077
2020,51,36,374,0.0
2020,51,60,374,1.3369
2020,52,36,889,0.7874
2020,52,60,889,1.7998
2020,53,36,944,0.5297
2020,53,60,944,1.8008
2020,54,36,3192,0.5013
2020,54,60,3192,2.2243
2020,55,36,17,0.0
2020,55,60,17,0.0
2020,56,36,2021,1.1381
2020,56,60,2021,4.0079
2020,61,36,477,0.8386
2020,61,60,477,2.935
2020,62,36,3169,0.4102
2020,62,60,3169,1.6725
2020,71,36,1125,1.3333
2020,71,60,1125,3.8222
2020,72,36,4639,0.7976
2020,72,60,4639,2.2203
2020,81,36,3258,0.8287
2020,81,60,3258,2.8852
2020,92,36,7,0.0
2020,92,60,7,0.0
2021,11,36,717,0.2789
2021,21,36,106,0.0
2021,22,36,80,1.25
2021,23,36,4637,1.3802
2021,31-33,36,3312,0.3623
2021,42,36,2042,0.9305
2021,44-45,36,6609,0.6506
2021,48-49,36,2863,1.3971
2021,51,36,403,0.0
2021,52,36,1058,0.2836
2021,53,36,1369,0.6574
2021,54,36,3769,0.5837
2021,55,36,46,0.0
2021,56,36,2421,1.5283
2021,61,36,565,0.708
2021,62,36,4531,0.618
2021,71,36,1171,0.6832
2021,72,36,5560,0.5576
2021,81,36,3896,0.616
2021,92,36,10,0.0
2022,11,36,523,0.1912
2022,21,36,99,0.0
2022,22,36,65,4.6154
2022,23,36,5036,1.8666
2022,31-33,36,2724,1.1747
2022,42,36,1797,2.3929
2022,44-45,36,5213,1.995
2022,48-49,36,3021,3.8398
2022,51,36,371,2.1563
2022,52,36,865,1.8497
2022,53,36,1193,2.5985
2022,54,36,3530,2.5212
2022,55,36,36,0.0
2022,56,36,2251,1.6437
2022,61,36,626,2.0767
2022,62,36,3816,1.022
2022,71,36,1298,1.926
2022,72,36,5496,1.7831
2022,81,36,3791,2.0047
2022,92,36,13,0.0
