cohorte,tramo_importe,edad,tasa_acum_pct
2000,03 Q3,27,1.1809
2000,03 Q3,30,1.6596
2000,03 Q3,33,2.266
2000,03 Q3,36,2.8191
2000,03 Q3,39,3.5106
2000,03 Q3,42,3.9574
2000,03 Q3,45,4.4362
2000,03 Q3,48,4.7447
2000,03 Q3,51,4.9043
2000,03 Q3,54,5.0957
2000,03 Q3,57,5.1915
2000,03 Q3,60,5.266
2000,03 Q3,63,5.3511
2000,03 Q3,66,5.5532
2000,03 Q3,69,6.1702
2000,03 Q3,72,7.2128
2000,03 Q3,75,8.2553
2000,03 Q3,78,9.0957
2000,03 Q3,81,9.6809
2000,03 Q3,84,9.9681
2000,03 Q3,87,10.1702
2000,03 Q3,90,10.3511
2000,03 Q3,93,10.5957
2000,03 Q3,96,10.8936
2000,03 Q3,99,11.2979
2000,03 Q3,102,11.6383
2000,03 Q3,105,11.8936
2000,03 Q3,108,12.0
2000,03 Q3,111,12.0638
2000,03 Q3,114,12.1702
2000,03 Q3,117,12.3723
2000,03 Q3,120,12.4894
2000,04 Q4 mayor,0,0.0
2000,04 Q4 mayor,3,0.0
2000,04 Q4 mayor,6,0.0
2000,04 Q4 mayor,9,0.0
2000,04 Q4 mayor,12,0.0
2000,04 Q4 mayor,15,0.0532
2000,04 Q4 mayor,18,0.1064
2000,04 Q4 mayor,21,0.2021
2000,04 Q4 mayor,24,0.3511
2000,04 Q4 mayor,27,0.6596
2000,04 Q4 mayor,30,1.0426
2000,04 Q4 mayor,33,1.3404
2000,04 Q4 mayor,36,1.8191
2000,04 Q4 mayor,39,2.383
2000,04 Q4 mayor,42,2.883
2000,04 Q4 mayor,45,3.2553
2000,04 Q4 mayor,48,3.5
2000,04 Q4 mayor,51,3.7234
2000,04 Q4 mayor,54,3.7872
2000,04 Q4 mayor,57,3.9043
2000,04 Q4 mayor,60,3.9894
2000,04 Q4 mayor,63,4.1277
2000,04 Q4 mayor,66,4.3936
2000,04 Q4 mayor,69,4.7872
2000,04 Q4 mayor,72,5.5426
2000,04 Q4 mayor,75,6.1915
2000,04 Q4 mayor,78,6.9255
2000,04 Q4 mayor,81,7.4787
2000,04 Q4 mayor,84,7.9787
2000,04 Q4 mayor,87,8.2234
2000,04 Q4 mayor,90,8.383
2000,04 Q4 mayor,93,8.6702
2000,04 Q4 mayor,96,9.2021
2000,04 Q4 mayor,99,9.6277
2000,04 Q4 mayor,102,10.1277
2000,04 Q4 mayor,105,10.4681
2000,04 Q4 mayor,108,10.734
2000,04 Q4 mayor,111,10.9468
2000,04 Q4 mayor,114,11.1809
2000,04 Q4 mayor,117,11.4255
2000,04 Q4 mayor,120,11.6489
2001,01 Q1 menor,0,0.0
2001,01 Q1 menor,3,0.0
2001,01 Q1 menor,6,0.0
2001,01 Q1 menor,9,0.0
2001,01 Q1 menor,12,0.075
2001,01 Q1 menor,15,0.2251
2001,01 Q1 menor,18,0.5466
2001,01 Q1 menor,21,1.061
2001,01 Q1 menor,24,1.7469
2001,01 Q1 menor,27,2.3899
2001,01 Q1 menor,30,3.0222
2001,01 Q1 menor,33,3.6866
2001,01 Q1 menor,36,4.4047
2001,01 Q1 menor,39,4.9941
2001,01 Q1 menor,42,5.2835
2001,01 Q1 menor,45,5.6478
2001,01 Q1 menor,48,6.0444
2001,01 Q1 menor,51,6.473
2001,01 Q1 menor,54,7.0089
2001,01 Q1 menor,57,7.6948
2001,01 Q1 menor,60,8.6915
2001,01 Q1 menor,63,9.4202
2001,01 Q1 menor,66,10.2669
2001,01 Q1 menor,69,10.8456
2001,01 Q1 menor,72,11.0921
2001,01 Q1 menor,75,11.285
2001,01 Q1 menor,78,11.4886
2001,01 Q1 menor,81,11.7779
2001,01 Q1 menor,84,11.9173
2001,01 Q1 menor,87,12.3245
2001,01 Q1 menor,90,12.5174
2001,01 Q1 menor,93,12.6889
2001,01 Q1 menor,96,12.8175
2001,01 Q1 menor,99,12.8496
2001,01 Q1 menor,102,12.9247
2001,01 Q1 menor,105,12.989
2001,01 Q1 menor,108,13.0961
2001,01 Q1 menor,111,13.2033
2001,01 Q1 menor,114,13.2569
2001,01 Q1 menor,117,13.3426
2001,01 Q1 menor,120,13.3855
2001,02 Q2,0,0.0
2001,02 Q2,3,0.0
2001,02 Q2,6,0.0
2001,02 Q2,9,0.0
2001,02 Q2,12,0.0429
2001,02 Q2,15,0.0965
2001,02 Q2,18,0.3322
2001,02 Q2,21,0.7502
2001,02 Q2,24,1.1896
2001,02 Q2,27,1.7683
2001,02 Q2,30,2.4542
2001,02 Q2,33,2.9686
2001,02 Q2,36,3.4401
2001,02 Q2,39,3.7831
2001,02 Q2,42,4.0724
2001,02 Q2,45,4.3404
2001,02 Q2,48,4.619
2001,02 Q2,51,4.8977
2001,02 Q2,54,5.1656
2001,02 Q2,57,6.0337
2001,02 Q2,60,7.2447
2001,02 Q2,63,8.67
2001,02 Q2,66,9.7417
2001,02 Q2,69,10.374
2001,02 Q2,72,10.7491
2001,02 Q2,75,11.0063
2001,02 Q2,78,11.1456
2001,02 Q2,81,11.435
2001,02 Q2,84,11.8101
2001,02 Q2,87,12.1102
2001,02 Q2,90,12.4317
2001,02 Q2,93,12.6782
2001,02 Q2,96,12.8711
2001,02 Q2,99,12.9568
2001,02 Q2,102,13.0854
2001,02 Q2,105,13.214
2001,02 Q2,108,13.3212
2001,02 Q2,111,13.5034
2001,02 Q2,114,13.6105
2001,02 Q2,117,13.6963
2001,02 Q2,120,13.7927
2001,03 Q3,0,0.0
2001,03 Q3,3,0.0
2001,03 Q3,6,0.0
2001,03 Q3,9,0.0
2001,03 Q3,12,0.0214
2001,03 Q3,15,0.0643
2001,03 Q3,18,0.2251
2001,03 Q3,21,0.4608
2001,03 Q3,24,0.7931
2001,03 Q3,27,1.2003
2001,03 Q3,30,1.7147
2001,03 Q3,33,2.0791
2001,03 Q3,36,2.4006
2001,03 Q3,39,2.6685
2001,03 Q3,42,2.8186
2001,03 Q3,45,2.915
2001,03 Q3,48,3.0329
2001,03 Q3,51,3.1722
2001,03 Q3,54,3.4187
2001,03 Q3,57,3.976
2001,03 Q3,60,4.9941
2001,03 Q3,63,6.3337
2001,03 Q3,66,7.5876
2001,03 Q3,69,8.4771
2001,03 Q3,72,8.9058
2001,03 Q3,75,9.2702
2001,03 Q3,78,9.6131
2001,03 Q3,81,9.9025
2001,03 Q3,84,10.3097
2001,03 Q3,87,10.7062
2001,03 Q3,90,11.1028
2001,03 Q3,93,11.4457
2001,03 Q3,96,11.6386
2001,03 Q3,99,11.8422
2001,03 Q3,102,11.9923
2001,03 Q3,105,12.2173
2001,03 Q3,108,12.4102
2001,03 Q3,111,12.5817
2001,03 Q3,114,12.721
2001,03 Q3,117,12.8925
2001,03 Q3,120,12.989
2001,04 Q4 mayor,0,0.0
2001,04 Q4 mayor,3,0.0
2001,04 Q4 mayor,6,0.0
2001,04 Q4 mayor,9,0.0
2001,04 Q4 mayor,12,0.0107
2001,04 Q4 mayor,15,0.0322
2001,04 Q4 mayor,18,0.0965
2001,04 Q4 mayor,21,0.2251
2001,04 Q4 mayor,24,0.5038
2001,04 Q4 mayor,27,0.7717
2001,04 Q4 mayor,30,0.9968
2001,04 Q4 mayor,33,1.254
2001,04 Q4 mayor,36,1.522
2001,04 Q4 mayor,39,1.6399
2001,04 Q4 mayor,42,1.7256
2001,04 Q4 mayor,45,1.7792
2001,04 Q4 mayor,48,1.8328
2001,04 Q4 mayor,51,1.9507
2001,04 Q4 mayor,54,2.0472
2001,04 Q4 mayor,57,2.4437
2001,04 Q4 mayor,60,3.119
2001,04 Q4 mayor,63,3.955
2001,04 Q4 mayor,66,4.9518
2001,04 Q4 mayor,69,5.627
2001,04 Q4 mayor,72,5.9914
2001,04 Q4 mayor,75,6.313
2001,04 Q4 mayor,78,6.5488
2001,04 Q4 mayor,81,6.9025
2001,04 Q4 mayor,84,7.4384
2001,04 Q4 mayor,87,7.9528
2001,04 Q4 mayor,90,8.5531
2001,04 Q4 mayor,93,9.0247
2001,04 Q4 mayor,96,9.2605
2001,04 Q4 mayor,99,9.4641
2001,04 Q4 mayor,102,9.7106
2001,04 Q4 mayor,105,9.9786
2001,04 Q4 mayor,108,10.1179
2001,04 Q4 mayor,111,10.343
2001,04 Q4 mayor,114,10.5359
2001,04 Q4 mayor,117,10.6752
2001,04 Q4 mayor,120,10.8789
2002,01 Q1 menor,0,0.0
2002,01 Q1 menor,3,0.0
2002,01 Q1 menor,6,0.0089
2002,01 Q1 menor,9,0.0266
2002,01 Q1 menor,12,0.1328
2002,01 Q1 menor,15,0.3541
2002,01 Q1 menor,18,0.664
2002,01 Q1 menor,21,1.0269
2002,01 Q1 menor,24,1.4607
2002,01 Q1 menor,27,1.8237
2002,01 Q1 menor,30,2.2309
2002,01 Q1 menor,33,2.4965
2002,01 Q1 menor,36,2.8771
2002,01 Q1 menor,39,3.3463
2002,01 Q1 menor,42,3.8244
2002,01 Q1 menor,45,4.6565
2002,01 Q1 menor,48,5.7365
2002,01 Q1 menor,51,6.6572
2002,01 Q1 menor,54,7.5071
2002,01 Q1 menor,57,8.0294
2002,01 Q1 menor,60,8.3835
2002,01 Q1 menor,63,8.7022
2002,01 Q1 menor,66,9.0297
2002,01 Q1 menor,69,9.4724
2002,01 Q1 menor,72,9.9239
2002,01 Q1 menor,75,10.2514
2002,01 Q1 menor,78,10.5524
2002,01 Q1 menor,81,10.8445
2002,01 Q1 menor,84,10.9508
2002,01 Q1 menor,87,11.2252
2002,01 Q1 menor,90,11.42
2002,01 Q1 menor,93,11.6944
2002,01 Q1 menor,96,12.0574
2002,01 Q1 menor,99,12.3761
2002,01 Q1 menor,102,12.5177
2002,01 Q1 menor,105,12.6328
2002,01 Q1 menor,108,12.6948
2002,01 Q1 menor,111,12.739
2002,01 Q1 menor,114,12.7833
2002,01 Q1 menor,117,12.8187
2002,01 Q1 menor,120,12.8807
2002,02 Q2,0,0.0
2002,02 Q2,3,0.0
2002,02 Q2,6,0.0089
2002,02 Q2,9,0.0177
2002,02 Q2,12,0.0974
2002,02 Q2,15,0.1771
2002,02 Q2,18,0.4426
2002,02 Q2,21,0.7082
2002,02 Q2,24,1.0092
2002,02 Q2,27,1.2394
2002,02 Q2,30,1.4341
2002,02 Q2,33,1.6909
2002,02 Q2,36,2.0538
2002,02 Q2,39,2.3991
2002,02 Q2,42,2.9037
2002,02 Q2,45,3.6119
2002,02 Q2,48,4.6388
2002,02 Q2,51,5.8339
2002,02 Q2,54,6.9317
2002,02 Q2,57,7.7195
2002,02 Q2,60,8.3481
2002,02 Q2,63,8.7376
2002,02 Q2,66,9.1094
2002,02 Q2,69,9.4281
2002,02 Q2,72,9.7999
2002,02 Q2,75,10.1983
2002,02 Q2,78,10.4993
2002,02 Q2,81,10.88
2002,02 Q2,84,11.2341
2002,02 Q2,87,11.4819
2002,02 Q2,90,11.8272
2002,02 Q2,93,12.0397
2002,02 Q2,96,12.2875
2002,02 Q2,99,12.5885
2002,02 Q2,102,12.7656
2002,02 Q2,105,13.0046
2002,02 Q2,108,13.1551
2002,02 Q2,111,13.3144
2002,02 Q2,114,13.4118
2002,02 Q2,117,13.5004
2002,02 Q2,120,13.5889
2002,03 Q3,0,0.0
2002,03 Q3,3,0.0
2002,03 Q3,6,0.0
2002,03 Q3,9,0.0089
2002,03 Q3,12,0.0354
2002,03 Q3,15,0.1239
2002,03 Q3,18,0.2921
2002,03 Q3,21,0.3895
2002,03 Q3,24,0.5666
2002,03 Q3,27,0.664
2002,03 Q3,30,0.7436
2002,03 Q3,33,0.7967
2002,03 Q3,36,0.9207
2002,03 Q3,39,1.0535
2002,03 Q3,42,1.3279
2002,03 Q3,45,1.8502
2002,03 Q3,48,2.7975
2002,03 Q3,51,3.9394
2002,03 Q3,54,5.0106
2002,03 Q3,57,5.8959
2002,03 Q3,60,6.4271
2002,03 Q3,63,6.79
2002,03 Q3,66,7.0556
2002,03 Q3,69,7.3477
2002,03 Q3,72,7.7992
2002,03 Q3,75,8.3924
2002,03 Q3,78,8.835
2002,03 Q3,81,9.4104
2002,03 Q3,84,9.7025
2002,03 Q3,87,9.9681
2002,03 Q3,90,10.2426
2002,03 Q3,93,10.5347
2002,03 Q3,96,10.8003
2002,03 Q3,99,11.0127
2002,03 Q3,102,11.2518
2002,03 Q3,105,11.4288
2002,03 Q3,108,11.5793
2002,03 Q3,111,11.6678
2002,03 Q3,114,11.8006
2002,03 Q3,117,11.9334
2002,03 Q3,120,12.0397
2002,04 Q4 mayor,0,0.0
2002,04 Q4 mayor,3,0.0
2002,04 Q4 mayor,6,0.0
2002,04 Q4 mayor,9,0.0
2002,04 Q4 mayor,12,0.0
2002,04 Q4 mayor,15,0.0089
2002,04 Q4 mayor,18,0.0266
2002,04 Q4 mayor,21,0.0708
2002,04 Q4 mayor,24,0.1062
2002,04 Q4 mayor,27,0.1328
2002,04 Q4 mayor,30,0.1505
2002,04 Q4 mayor,33,0.1859
2002,04 Q4 mayor,36,0.2125
2002,04 Q4 mayor,39,0.2656
2002,04 Q4 mayor,42,0.3453
2002,04 Q4 mayor,45,0.4958
2002,04 Q4 mayor,48,0.8056
2002,04 Q4 mayor,51,1.2748
2002,04 Q4 mayor,54,1.9122
2002,04 Q4 mayor,57,2.4699
2002,04 Q4 mayor,60,2.7797
2002,04 Q4 mayor,63,2.9745
2002,04 Q4 mayor,66,3.1161
2002,04 Q4 mayor,69,3.364
2002,04 Q4 mayor,72,3.7447
2002,04 Q4 mayor,75,4.1076
2002,04 Q4 mayor,78,4.6034
2002,04 Q4 mayor,81,5.0549
2002,04 Q4 mayor,84,5.3028
2002,04 Q4 mayor,87,5.5329
2002,04 Q4 mayor,90,5.7631
2002,04 Q4 mayor,93,5.9933
2002,04 Q4 mayor,96,6.1438
2002,04 Q4 mayor,99,6.3651
2002,04 Q4 mayor,102,6.5775
2002,04 Q4 mayor,105,6.7369
2002,04 Q4 mayor,108,6.8785
2002,04 Q4 mayor,111,7.091
2002,04 Q4 mayor,114,7.2149
2002,04 Q4 mayor,117,7.3743
2002,04 Q4 mayor,120,7.4451
2003,01 Q1 menor,0,0.0
2003,01 Q1 menor,3,0.0
2003,01 Q1 menor,6,0.0338
2003,01 Q1 menor,9,0.1827
2003,01 Q1 menor,12,0.6901
2003,01 Q1 menor,15,1.184
2003,01 Q1 menor,18,1.6238
2003,01 Q1 menor,21,2.0771
2003,01 Q1 menor,24,2.7402
2003,01 Q1 menor,27,3.5047
2003,01 Q1 menor,30,4.364
2003,01 Q1 menor,33,5.406
2003,01 Q1 menor,36,6.3667
2003,01 Q1 menor,39,7.3342
2003,01 Q1 menor,42,8.0447
2003,01 Q1 menor,45,8.7686
2003,01 Q1 menor,48,9.3166
2003,01 Q1 menor,51,9.8376
2003,01 Q1 menor,54,10.4263
2003,01 Q1 menor,57,11.2855
2003,01 Q1 menor,60,12.023
2003,01 Q1 menor,63,12.6252
2003,01 Q1 menor,66,13.1461
2003,01 Q1 menor,69,13.6333
2003,01 Q1 menor,72,14.0595
2003,01 Q1 menor,75,14.5129
2003,01 Q1 menor,78,14.9391
2003,01 Q1 menor,81,15.3248
2003,01 Q1 menor,84,15.8254
2003,01 Q1 menor,87,16.3464
2003,01 Q1 menor,90,16.8403
2003,01 Q1 menor,93,17.2598
2003,01 Q1 menor,96,17.4222
2003,01 Q1 menor,99,17.5034
2003,01 Q1 menor,102,17.5507
2003,01 Q1 menor,105,17.6049
2003,01 Q1 menor,108,17.6387
2003,01 Q1 menor,111,17.6658
2003,01 Q1 menor,114,17.6928
2003,01 Q1 menor,117,17.7131
2003,01 Q1 menor,120,17.7537
2003,02 Q2,0,0.0
2003,02 Q2,3,0.0
2003,02 Q2,6,0.0
2003,02 Q2,9,0.0135
2003,02 Q2,12,0.0812
2003,02 Q2,15,0.203
2003,02 Q2,18,0.3383
2003,02 Q2,21,0.5616
2003,02 Q2,24,0.9269
2003,02 Q2,27,1.3667
2003,02 Q2,30,1.9824
2003,02 Q2,33,2.7402
2003,02 Q2,36,3.6401
2003,02 Q2,39,4.6549
2003,02 Q2,42,5.5751
2003,02 Q2,45,6.4073
2003,02 Q2,48,6.9689
2003,02 Q2,51,7.571
2003,02 Q2,54,8.1326
2003,02 Q2,57,8.843
2003,02 Q2,60,9.5602
2003,02 Q2,63,10.3654
2003,02 Q2,66,11.0622
2003,02 Q2,69,11.6171
2003,02 Q2,72,12.0298
2003,02 Q2,75,12.4628
2003,02 Q2,78,12.9702
2003,02 Q2,81,13.5521
2003,02 Q2,84,14.4587
2003,02 Q2,87,15.0609
2003,02 Q2,90,15.6495
2003,02 Q2,93,16.1434
2003,02 Q2,96,16.4411
2003,02 Q2,99,16.6509
2003,02 Q2,102,16.7321
2003,02 Q2,105,16.8133
2003,02 Q2,108,16.9012
2003,02 Q2,111,16.9418
2003,02 Q2,114,17.0095
2003,02 Q2,117,17.0771
2003,02 Q2,120,17.0771
2003,03 Q3,0,0.0
2003,03 Q3,3,0.0
2003,03 Q3,6,0.0
2003,03 Q3,9,0.0068
2003,03 Q3,12,0.0135
2003,03 Q3,15,0.0338
2003,03 Q3,18,0.0474
2003,03 Q3,21,0.088
2003,03 Q3,24,0.1488
2003,03 Q3,27,0.2977
2003,03 Q3,30,0.4939
2003,03 Q3,33,0.7916
2003,03 Q3,36,1.3464
2003,03 Q3,39,2.3072
2003,03 Q3,42,3.1191
2003,03 Q3,45,3.8904
2003,03 Q3,48,4.4587
2003,03 Q3,51,4.8647
2003,03 Q3,54,5.2097
2003,03 Q3,57,5.6901
2003,03 Q3,60,6.2449
2003,03 Q3,63,7.0095
2003,03 Q3,66,7.5846
2003,03 Q3,69,7.9973
2003,03 Q3,72,8.3559
2003,03 Q3,75,8.6739
2003,03 Q3,78,9.0325
2003,03 Q3,81,9.3775
2003,03 Q3,84,9.7903
2003,03 Q3,87,10.1624
2003,03 Q3,90,10.5954
2003,03 Q3,93,10.954
2003,03 Q3,96,11.2382
2003,03 Q3,99,11.4614
2003,03 Q3,102,11.6509
2003,03 Q3,105,11.8336
2003,03 Q3,108,11.9283
2003,03 Q3,111,12.0095
2003,03 Q3,114,12.1245
2003,03 Q3,117,12.1651
2003,03 Q3,120,12.253
2003,04 Q4 mayor,0,0.0
2003,04 Q4 mayor,3,0.0
2003,04 Q4 mayor,6,0.0
2003,04 Q4 mayor,9,0.0
2003,04 Q4 mayor,12,0.0135
2003,04 Q4 mayor,15,0.0271
2003,04 Q4 mayor,18,0.0609
2003,04 Q4 mayor,21,0.0744
2003,04 Q4 mayor,24,0.0947
2003,04 Q4 mayor,27,0.1353
2003,04 Q4 mayor,30,0.1962
2003,04 Q4 mayor,33,0.291
2003,04 Q4 mayor,36,0.5751
2003,04 Q4 mayor,39,0.9135
2003,04 Q4 mayor,42,1.2856
2003,04 Q4 mayor,45,1.7051
2003,04 Q4 mayor,48,1.9758
2003,04 Q4 mayor,51,2.2938
2003,04 Q4 mayor,54,2.5103
2003,04 Q4 mayor,57,2.693
2003,04 Q4 mayor,60,3.0313
2003,04 Q4 mayor,63,3.4779
2003,04 Q4 mayor,66,3.9042
2003,04 Q4 mayor,69,4.2899
2003,04 Q4 mayor,72,4.5876
2003,04 Q4 mayor,75,4.8718
2003,04 Q4 mayor,78,5.1492
2003,04 Q4 mayor,81,5.4334
2003,04 Q4 mayor,84,5.6973
2003,04 Q4 mayor,87,5.995
2003,04 Q4 mayor,90,6.2521
2003,04 Q4 mayor,93,6.4686
2003,04 Q4 mayor,96,6.6919
2003,04 Q4 mayor,99,6.9829
2003,04 Q4 mayor,102,7.1723
2003,04 Q4 mayor,105,7.328
2003,04 Q4 mayor,108,7.4701
2003,04 Q4 mayor,111,7.5107
2003,04 Q4 mayor,114,7.6189
2003,04 Q4 mayor,117,7.7272
2003,04 Q4 mayor,120,7.7881
2004,01 Q1 menor,0,0.0
2004,01 Q1 menor,3,0.0
2004,01 Q1 menor,6,0.0168
2004,01 Q1 menor,9,0.1515
2004,01 Q1 menor,12,0.4994
2004,01 Q1 menor,15,1.0269
2004,01 Q1 menor,18,1.9191
2004,01 Q1 menor,21,2.8225
2004,01 Q1 menor,24,3.8326
2004,01 Q1 menor,27,4.7921
2004,01 Q1 menor,30,5.6562
2004,01 Q1 menor,33,6.3913
2004,01 Q1 menor,36,6.9693
2004,01 Q1 menor,39,7.8166
2004,01 Q1 menor,42,8.72
2004,01 Q1 menor,45,9.8143
2004,01 Q1 menor,48,10.9702
2004,01 Q1 menor,51,12.0532
2004,01 Q1 menor,54,12.9398
2004,01 Q1 menor,57,13.6973
2004,01 Q1 menor,60,14.3202
2004,01 Q1 menor,63,14.9879
2004,01 Q1 menor,66,15.723
2004,01 Q1 menor,69,16.7106
2004,01 Q1 menor,72,17.5916
2004,01 Q1 menor,75,18.3884
2004,01 Q1 menor,78,19.1291
2004,01 Q1 menor,81,19.7015
2004,01 Q1 menor,84,20.2233
2004,01 Q1 menor,87,20.6779
2004,01 Q1 menor,90,20.9753
2004,01 Q1 menor,93,21.1155
2004,01 Q1 menor,96,21.2334
2004,01 Q1 menor,99,21.3344
2004,01 Q1 menor,102,21.4073
2004,01 Q1 menor,105,21.5252
2004,01 Q1 menor,108,21.5813
2004,01 Q1 menor,111,21.6206
2004,01 Q1 menor,114,21.643
2004,01 Q1 menor,117,21.7047
2004,01 Q1 menor,120,21.7945
2004,02 Q2,0,0.0
2004,02 Q2,3,0.0
2004,02 Q2,6,0.0
2004,02 Q2,9,0.0056
2004,02 Q2,12,0.0449
2004,02 Q2,15,0.275
2004,02 Q2,18,0.6004
2004,02 Q2,21,1.1952
2004,02 Q2,24,1.992
2004,02 Q2,27,2.7608
2004,02 Q2,30,3.6362
2004,02 Q2,33,4.5789
2004,02 Q2,36,5.2691
2004,02 Q2,39,5.9088
2004,02 Q2,42,6.6551
2004,02 Q2,45,7.4856
2004,02 Q2,48,8.5517
2004,02 Q2,51,9.6571
2004,02 Q2,54,10.6391
2004,02 Q2,57,11.3349
2004,02 Q2,60,12.0476
2004,02 Q2,63,12.7546
2004,02 Q2,66,13.8039
2004,02 Q2,69,14.9879
2004,02 Q2,72,16.2954
2004,02 Q2,75,17.5748
2004,02 Q2,78,18.5624
2004,02 Q2,81,19.4097
2004,02 Q2,84,19.8698
2004,02 Q2,87,20.2177
2004,02 Q2,90,20.5151
2004,02 Q2,93,20.8069
2004,02 Q2,96,20.9304
2004,02 Q2,99,21.0089
2004,02 Q2,102,21.1211
2004,02 Q2,105,21.2783
2004,02 Q2,108,21.3512
2004,02 Q2,111,21.4298
2004,02 Q2,114,21.4691
2004,02 Q2,117,21.5813
2004,02 Q2,120,21.6767
2004,03 Q3,0,0.0
2004,03 Q3,3,0.0
2004,03 Q3,6,0.0
2004,03 Q3,9,0.0
2004,03 Q3,12,0.0056
2004,03 Q3,15,0.0561
2004,03 Q3,18,0.1291
2004,03 Q3,21,0.2862
2004,03 Q3,24,0.6341
2004,03 Q3,27,1.0718
2004,03 Q3,30,1.5431
2004,03 Q3,33,2.1043
2004,03 Q3,36,2.6766
2004,03 Q3,39,3.2546
2004,03 Q3,42,3.7821
2004,03 Q3,45,4.332
2004,03 Q3,48,4.9492
2004,03 Q3,51,5.617
2004,03 Q3,54,6.2174
2004,03 Q3,57,6.8066
2004,03 Q3,60,7.3789
2004,03 Q3,63,7.7942
2004,03 Q3,66,8.2543
2004,03 Q3,69,8.8996
2004,03 Q3,72,9.6179
2004,03 Q3,75,10.2632
2004,03 Q3,78,10.8804
2004,03 Q3,81,11.4247
2004,03 Q3,84,11.8961
2004,03 Q3,87,12.2833
2004,03 Q3,90,12.6704
2004,03 Q3,93,12.8893
2004,03 Q3,96,13.0632
2004,03 Q3,99,13.1811
2004,03 Q3,102,13.2765
2004,03 Q3,105,13.3887
2004,03 Q3,108,13.4841
2004,03 Q3,111,13.5627
2004,03 Q3,114,13.6749
2004,03 Q3,117,13.759
2004,03 Q3,120,13.9274
2004,04 Q4 mayor,0,0.0
2004,04 Q4 mayor,3,0.0
2004,04 Q4 mayor,6,0.0
2004,04 Q4 mayor,9,0.0
2004,04 Q4 mayor,12,0.0
2004,04 Q4 mayor,15,0.0
2004,04 Q4 mayor,18,0.0112
2004,04 Q4 mayor,21,0.0449
2004,04 Q4 mayor,24,0.1684
2004,04 Q4 mayor,27,0.2862
2004,04 Q4 mayor,30,0.4265
2004,04 Q4 mayor,33,0.6004
2004,04 Q4 mayor,36,0.8193
2004,04 Q4 mayor,39,1.0269
2004,04 Q4 mayor,42,1.2009
2004,04 Q4 mayor,45,1.4759
2004,04 Q4 mayor,48,1.8743
2004,04 Q4 mayor,51,2.3906
2004,04 Q4 mayor,54,2.9068
2004,04 Q4 mayor,57,3.3389
2004,04 Q4 mayor,60,3.6532
2004,04 Q4 mayor,63,4.0236
2004,04 Q4 mayor,66,4.3883
2004,04 Q4 mayor,69,4.7643
2004,04 Q4 mayor,72,5.1347
2004,04 Q4 mayor,75,5.5275
2004,04 Q4 mayor,78,5.9203
2004,04 Q4 mayor,81,6.2907
2004,04 Q4 mayor,84,6.5993
2004,04 Q4 mayor,87,6.9978
2004,04 Q4 mayor,90,7.3232
2004,04 Q4 mayor,93,7.5533
2004,04 Q4 mayor,96,7.7497
2004,04 Q4 mayor,99,7.9237
2004,04 Q4 mayor,102,8.0696
2004,04 Q4 mayor,105,8.2323
2004,04 Q4 mayor,108,8.3558
2004,04 Q4 mayor,111,8.4343
2004,04 Q4 mayor,114,8.569
2004,04 Q4 mayor,117,8.7486
2004,04 Q4 mayor,120,8.9169
2005,01 Q1 menor,0,0.0
2005,01 Q1 menor,3,0.0
2005,01 Q1 menor,6,0.0
2005,01 Q1 menor,9,0.0758
2005,01 Q1 menor,12,0.4595
2005,01 Q1 menor,15,1.1227
2005,01 Q1 menor,18,1.9518
2005,01 Q1 menor,21,2.8329
2005,01 Q1 menor,24,3.3967
2005,01 Q1 menor,27,4.2494
2005,01 Q1 menor,30,5.3011
2005,01 Q1 menor,33,6.6133
2005,01 Q1 menor,36,7.9919
2005,01 Q1 menor,39,9.3609
2005,01 Q1 menor,42,10.6258
2005,01 Q1 menor,45,11.5543
2005,01 Q1 menor,48,12.5113
2005,01 Q1 menor,51,13.5345
2005,01 Q1 menor,54,14.572
2005,01 Q1 menor,57,15.78
2005,01 Q1 menor,60,17.1112
2005,01 Q1 menor,63,18.395
2005,01 Q1 menor,66,19.5793
2005,01 Q1 menor,69,20.5505
2005,01 Q1 menor,72,21.389
2005,01 Q1 menor,75,22.1896
2005,01 Q1 menor,78,22.7249
2005,01 Q1 menor,81,23.1228
2005,01 Q1 menor,84,23.4876
2005,01 Q1 menor,87,23.7434
2005,01 Q1 menor,90,23.9661
2005,01 Q1 menor,93,24.2172
2005,01 Q1 menor,96,24.3924
2005,01 Q1 menor,99,24.5393
2005,01 Q1 menor,102,24.6719
2005,01 Q1 menor,105,24.7904
2005,01 Q1 menor,108,24.8709
2005,01 Q1 menor,111,24.9751
2005,01 Q1 menor,114,25.0178
2005,01 Q1 menor,117,25.032
2005,01 Q1 menor,120,25.0557
2005,02 Q2,0,0.0
2005,02 Q2,3,0.0
2005,02 Q2,6,0.0047
2005,02 Q2,9,0.0426
2005,02 Q2,12,0.1895
2005,02 Q2,15,0.6253
2005,02 Q2,18,1.2412
2005,02 Q2,21,1.8855
2005,02 Q2,24,2.705
2005,02 Q2,27,3.5104
2005,02 Q2,30,4.4294
2005,02 Q2,33,5.4574
2005,02 Q2,36,6.727
2005,02 Q2,39,8.0392
2005,02 Q2,42,9.1857
2005,02 Q2,45,10.351
2005,02 Q2,48,11.4501
2005,02 Q2,51,12.4355
2005,02 Q2,54,13.4445
2005,02 Q2,57,14.9178
2005,02 Q2,60,16.8885
2005,02 Q2,63,19.1293
